"acquired","bankruptcy","company","company_name","description","industry","ticker"
FALSE,FALSE,"EATON CORPORATION PLC (ETN)","Eaton Corporation Plc","Eaton is a power management company. Company products include: electrical systems (circuit breakers, power distribution assemblies, motor starters, diagnostic and metering systems, power management software, surge protection and uninterruptible power devices), hydraulic systems (filtration, industrial clutches and brakes), aerospace products (fuel systems, motion control systems, propulsion sub-systems and cockpit systems for commercial a","equipment","ETN"
FALSE,FALSE,"E*TRADE FINANCIAL CORPORATION (ETFC)","E*Trade Financial Corporation","E*TRADE is a financial services company providing brokerage and related products and services primarily to individual retail investors.","banking,financial company,financial services","ETFC"
FALSE,FALSE,"ENSCO ROWAN PLC (ESV)","Ensco Rowan Plc","Ensco is an offshore contract drilling company servicing the oil and gas industry. The company owns and operates an offshore drilling rig fleet that includes drillships, dynamically positioned semisubmersible rigs, moored semisubmersible rigs and jackup rigs. Ensco provides drilling services on a day rate contract basis, with the customer bearing all of the costs of constructing the well, as well as the economic risk of the well.","engineering and construction,energy","ESV"
FALSE,FALSE,"ESSEX PROPERTY TRUST, INC. (ESS)","Essex Property Trust, Inc.","Essex is a real estate investment trust (REIT) engaged primarily in the development, ownership, and operation of apartment communities on the West Coast of the U.S.","real estate,REIT","ESS"
FALSE,FALSE,"EXPRESS SCRIPTS HOLDING COMPANY (ESRX)","Express Scripts Holding Company","The company is a pharmacy benefit management (PBM) provider in the U.A. Its clients include managed care organizations, health insurers, third-party administrators, employers, union-sponsored benefit plans, workers’ compensation plans, government health programs, clinics, and hospitals.","health care","ESRX"
FALSE,FALSE,"EVERSOURCE ENERGY (ES)","Eversource Energy","Eversource Energy is a regulated public utility holding company. Wholly owned subsidiaries of the company provide electricity and natural gas in Connecticut, Massachusetts, and New Hampshire.","utility","ES"
FALSE,FALSE,"EQT CORPORATION (EQT)","Eqt Corporation","EQT Corporation is engaged in the natural gas production, gathering, transmission and storage in the Appalachian Basin in the U.S.","energy","EQT"
FALSE,FALSE,"EQUITY RESIDENTIAL (EQR)","Equity Residential","Equity Residential is a real estate investment trust (REIT) engaged in acquisition, development and management of apartment properties in the U.S.","real estate,REIT","EQR"
FALSE,FALSE,"EQUINIX, INC. (EQIX)","Equinix, Inc.","Equinix is a real estate investment trust (REIT) that operates data centers, and provides colocation, interconnection, and managed IT infrastructure services.","IT services,real estate,REIT","EQIX"
TRUE,FALSE,"EMBARQ CORPORATION (EQ)","Embarq Corporation","Acquired by CenturyTel in 2008, Embarq provided communications services including local and long distance voice, data, high-speed Internet, satellite video, professional services and communications equipment to consumer and business customers","telecommunications","EQ"
TRUE,FALSE,"EL PASO CORPORATION (EP)","El Paso Corporation","Acquired by  Kinder Morgan in 2012, El Paso primarily operated in the natural gas transmission and exploration and production sectors of the energy industry. It owned or had interests in the interstate pipeline system that connected North America's major natural gas producing basins to its major consuming markets. Its exploration and production business focused on the exploration, development and production of gas and oil in the U.S., Bra","energy","EP"
FALSE,FALSE,"EOG RESOURCES, INC. (EOG)","Eog Resources, Inc.","EOG Resources explores for, develops, produces and markets crude oil and natural gas primarily in major producing basins in the U.S., Trinidad and Tobago, the U.K., China, and Canada.","energy","EOG"
FALSE,FALSE,"ENDO INTERNATIONAL PLC (ENDP)","Endo International Plc","Endo International is a pharmaceutical company focused on pain management, urology, and orthopedics/pediatric endocrinology.","pharmaceuticals","ENDP"
FALSE,FALSE,"EMERSON ELECTRIC CO. (EMR)","Emerson Electric Co.","Emerson is a diversified global technology company incorporated in 1890. Emerson is organized into five business segments: (1) Process Management - provides measurement, control and diagnostic capabilities for automated industrial processes producing fuels, chemicals, foods, etc. (2) Industrial Automation - provides integrated manufacturing solutions. (3) Network Power - provides power conditioning and reliability, and environmental contr","consumer goods,equipment,IT services","EMR"
FALSE,FALSE,"EASTMAN CHEMICAL COMPANY (EMN)","Eastman Chemical Company","Eastman Chemical Company is a global specialty chemical company that produces a broad range of advanced materials, chemicals, and fibers. Eastman began business in 1920 for the purpose of producing chemicals for Eastman Kodak Company's photographic business.","materials","EMN"
TRUE,FALSE,"EMC CORPORATION (EMC)","Emc Corporation","Acquired by Dell in 2016, EMC operated a portfolio of enterprise information technology businesses providing data storage systems and software, IT consulting, cybersecurity solutions, enterprise content management solutions, and virtualization and cloud infrastructure solutions.","IT services","EMC"
FALSE,FALSE,"THE ESTÉE LAUDER COMPANIES INC. (EL)","The Estée Lauder Companies Inc.","Estée Lauder makes skin care, makeup, fragrance and hair care products. Company products are sold under brand names including Estée Lauder, Aramis, Clinique, Origins, Bobbi Brown, La Mer and Aveda. The company is also a licensee for fragrances and cosmetics sold under designer brand names, including Tommy Hilfiger, Donna Karan New York, DKNY, Michael Kors and Tom Ford.","consumer goods","EL"
FALSE,FALSE,"EDISON INTERNATIONAL (EIX)","Edison International","Edison International is the holding company of a public utility that supplies electricity in southern California.","utility","EIX"
FALSE,FALSE,"EQUIFAX INC. (EFX)","Equifax Inc.","Equifax owns databases of consumer and business information derived from credit, financial, utility payment, employment, income, public record, demographic and marketing data. The company uses statistics and software to provide decision-making support and processing services for clients such as financial institutions, corporations, governments and individuals.","business services","EFX"
TRUE,FALSE,"ELECTRONIC DATA SYSTEMS CORPORATION (EDS)","Electronic Data Systems Corporation","Acquired by HP in 2008, EDS provided information technology and business process outsourcing services to clients in the manufacturing, financial services, healthcare, communications, energy, transportation, and consumer and retail industries and to governments around the world.","IT services","EDS"
FALSE,FALSE,"CONSOLIDATED EDISON, INC. (ED)","Consolidated Edison, Inc.","Con Edison is a holding company that owns electric, gas and steam utilities in New York City and the states of New York, New Jersey and Pennsylvania, as well as competitive energy businesses selling electricity purchased in wholesale markets to retail customers, and electric and gas transmission projects.","utility","ED"
FALSE,FALSE,"ECOLAB INC. (ECL)","Ecolab Inc.","Ecolab provides water treatment, cleaning and sanitizing solutions to large industrial customers in the manufacturing, food and beverage, chemical, mining, and power generation industries; specialized cleaners and sanitizers for kitchens and on-premise laundries in the foodservice, lodging, educational and healthcare industries; infection prevention and surgical solutions to hospitals, medical device manufacturers, and pharmaceutical comp","business services","ECL"
FALSE,FALSE,"EBAY INC. (EBAY)","Ebay Inc.","eBay operates 3 platform businesses: Marketplace, StubHub and Classifieds. Marketplace is the online marketplace at ebay.com. StubHub is an online platform for fans to sell and purchase tickets to games, concerts and theater shows. Classifieds is a collection of brands such as Mobile.de, Gumtree, and eBay Classifieds offering online classifieds.","internet","EBAY"
FALSE,FALSE,"ELECTRONIC ARTS INC. (EA)","Electronic Arts Inc.","EA provides digital interactive entertainment. The company develops, markets, publishes and distributes games, content and services that can be played by consumers on a variety of platforms, which include consoles such as the PlayStation from Sony and Xbox from Microsoft, PCs, mobile phones and tablets.","software","EA"
TRUE,TRUE,"DYNEGY INC. (DYN)","Dynegy Inc.","Dynegy sells electric energy primarily on a wholesale basis from its power generation coal plants in the Midwest and Massachusetts, and natural gas plants in the Midwest, Northeast and California. The company also serves residential, municipal, commercial and industrial customers in Illinois, Ohio and Pennsylvania.","energy","DYN"
